D001|投资银行部|230395.17|R001215|2025-01-12|2896.72|2896.72
D001|投资银行部|230395.17|R003559|2025-01-14|412.38|3309.1
D001|投资银行部|230395.17|R002991|2025-01-22|207.31|3516.41
D001|投资银行部|230395.17|R003149|2025-01-22|735.61|4252.02
D001|投资银行部|230395.17|R003069|2025-01-25|2204.99|6457.01
D001|投资银行部|230395.17|R003456|2025-01-26|131.18|6588.19
D001|投资银行部|230395.17|R003924|2025-01-26|108.14|6696.33
D001|投资银行部|230395.17|R002357|2025-01-31|632.48|7328.81
D001|投资银行部|230395.17|R000814|2025-02-01|124.41|7453.22
D001|投资银行部|230395.17|R000381|2025-02-02|445.41|7898.63
D001|投资银行部|230395.17|R004047|2025-02-02|110.4|8009.03
D001|投资银行部|230395.17|R000840|2025-02-03|157.68|8166.71
D001|投资银行部|230395.17|R001562|2025-02-04|441.9|8608.61
D001|投资银行部|230395.17|R002561|2025-02-04|447.32|9055.93
D001|投资银行部|230395.17|R004181|2025-02-09|3006.33|12062.26
D001|投资银行部|230395.17|R000680|2025-02-10|733.8|12796.06
D001|投资银行部|230395.17|R004030|2025-02-10|87.8|12883.86
D001|投资银行部|230395.17|R001693|2025-02-11|1198.27|14082.13
D001|投资银行部|230395.17|R002453|2025-02-11|510.34|14592.47
D001|投资银行部|230395.17|R002138|2025-02-12|232.26|14824.73
D001|投资银行部|230395.17|R003684|2025-02-13|245.2|15069.93
D001|投资银行部|230395.17|R001578|2025-02-14|125.82|15195.75
D001|投资银行部|230395.17|R003955|2025-02-14|300.98|15496.73
D001|投资银行部|230395.17|R001184|2025-02-15|1729.33|17226.06
D001|投资银行部|230395.17|R003153|2025-02-15|1504.31|18730.37
D001|投资银行部|230395.17|R004097|2025-02-15|430.89|19161.26
D001|投资银行部|230395.17|R002157|2025-02-16|177.47|19338.73
D001|投资银行部|230395.17|R002924|2025-02-16|122.89|19461.62
D001|投资银行部|230395.17|R004038|2025-02-17|125.88|19587.5
D001|投资银行部|230395.17|R002737|2025-02-19|133.99|19721.49
D001|投资银行部|230395.17|R002311|2025-02-20|47.51|19769.0
D001|投资银行部|230395.17|R001321|2025-02-23|181.62|19950.62
D001|投资银行部|230395.17|R003071|2025-02-23|1548.82|21499.44
D001|投资银行部|230395.17|R003778|2025-02-23|2883.88|24383.32
D001|投资银行部|230395.17|R004183|2025-02-23|1341.89|25725.21
D001|投资银行部|230395.17|R001533|2025-02-25|72.39|25797.6
D001|投资银行部|230395.17|R003746|2025-02-26|1492.6|27290.2
D001|投资银行部|230395.17|R002884|2025-02-28|651.23|27941.43
D001|投资银行部|230395.17|R003415|2025-02-28|167.44|28108.87
D001|投资银行部|230395.17|R003121|2025-03-02|210.31|28319.18
D001|投资银行部|230395.17|R001623|2025-03-03|42.48|28361.66
D001|投资银行部|230395.17|R003513|2025-03-04|605.54|28967.2
D001|投资银行部|230395.17|R001211|2025-03-05|1936.57|30903.77
D001|投资银行部|230395.17|R002006|2025-03-05|106.63|31010.4
D001|投资银行部|230395.17|R000076|2025-03-06|171.38|31181.78
D001|投资银行部|230395.17|R000105|2025-03-06|2910.38|34092.16
D001|投资银行部|230395.17|R001253|2025-03-06|134.21|34226.37
D001|投资银行部|230395.17|R002682|2025-03-07|238.48|34464.85
D001|投资银行部|230395.17|R001843|2025-03-08|818.23|35283.08
D001|投资银行部|230395.17|R000286|2025-03-10|66.57|35349.65
D001|投资银行部|230395.17|R003343|2025-03-10|581.68|35931.33
D001|投资银行部|230395.17|R004044|2025-03-10|289.79|36221.12
D001|投资银行部|230395.17|R000171|2025-03-11|1648.48|37869.6
D001|投资银行部|230395.17|R002380|2025-03-11|280.61|38150.21
D001|投资银行部|230395.17|R000459|2025-03-12|2563.23|40713.44
D001|投资银行部|230395.17|R003098|2025-03-12|386.03|41099.47
D001|投资银行部|230395.17|R001646|2025-03-13|985.95|42085.42
D001|投资银行部|230395.17|R002093|2025-03-14|350.84|42436.26
D001|投资银行部|230395.17|R002517|2025-03-15|940.37|43376.63
D001|投资银行部|230395.17|R004162|2025-03-15|127.3|43503.93
D001|投资银行部|230395.17|R000207|2025-03-16|224.44|43728.37
D001|投资银行部|230395.17|R001082|2025-03-16|547.25|44275.62
D001|投资银行部|230395.17|R001640|2025-03-17|244.36|44519.98
D001|投资银行部|230395.17|R003221|2025-03-18|412.36|44932.34
D001|投资银行部|230395.17|R002345|2025-03-19|577.74|45510.08
D001|投资银行部|230395.17|R001016|2025-03-22|2009.09|47519.17
D001|投资银行部|230395.17|R001584|2025-03-22|157.11|47676.28
D001|投资银行部|230395.17|R002704|2025-03-22|1413.44|49089.72
D001|投资银行部|230395.17|R003538|2025-03-22|86.65|49176.37
D001|投资银行部|230395.17|R001773|2025-03-23|261.86|49438.23
D001|投资银行部|230395.17|R004199|2025-03-23|372.22|49810.45
D001|投资银行部|230395.17|R001874|2025-03-24|1885.24|51695.69
D001|投资银行部|230395.17|R002253|2025-03-25|728.14|52423.83
D001|投资银行部|230395.17|R001870|2025-03-26|342.56|52766.39
D001|投资银行部|230395.17|R001655|2025-03-27|843.86|53610.25
D001|投资银行部|230395.17|R003642|2025-03-27|224.07|53834.32
D001|投资银行部|230395.17|R000375|2025-03-28|1427.11|55261.43
D001|投资银行部|230395.17|R002984|2025-03-28|193.48|55454.91
